Time (s),Accel X,Accel Y,Accel Z,Gyro X ,Gyro Y ,Gyro Z
9.63,-3.193,1.5306,9.1487,-0.13593,0.70059,0.85676
9.64,-3.2418,1.5518,9.1279,-0.14105,0.70243,0.85285
9.65,-3.2905,1.5729,9.1069,-0.14616,0.70425,0.8489
9.66,-3.339,1.5938,9.0855,-0.15127,0.70605,0.84492
9.67,-3.3875,1.6146,9.0639,-0.15635,0.70782,0.84092
9.68,-3.4359,1.6353,9.0419,-0.16143,0.70957,0.83688
9.69,-3.4842,1.6557,9.0197,-0.1665,0.7113,0.83282
9.7,-3.5325,1.6761,8.9971,-0.17155,0.71301,0.82872
9.71,-3.5806,1.6963,8.9743,-0.17659,0.7147,0.8246
9.72,-3.6286,1.7163,8.9512,-0.18162,0.71636,0.82045
9.73,-3.6765,1.7362,8.9278,-0.18664,0.71801,0.81627
9.74,-3.7243,1.7559,8.9041,-0.19165,0.71963,0.81206
9.75,-3.772,1.7755,8.8801,-0.19664,0.72122,0.80782
9.76,-3.8196,1.7949,8.8558,-0.20162,0.72279,0.80355
9.77,-3.8671,1.8141,8.8312,-0.20658,0.72434,0.79926
9.78,-3.9145,1.8331,8.8064,-0.21154,0.72587,0.79493
9.79,-3.9618,1.852,8.7813,-0.21648,0.72737,0.79058
9.8,-4.0089,1.8707,8.7558,-0.22141,0.72885,0.7862
9.81,-4.056,1.8893,8.7302,-0.22632,0.7303,0.7818
9.82,-4.1029,1.9077,8.7042,-0.23122,0.73173,0.77737
9.83,-4.1498,1.9258,8.6779,-0.23611,0.73314,0.77291
9.84,-4.1965,1.9439,8.6514,-0.24098,0.73452,0.76842
9.85,-4.2431,1.9617,8.6246,-0.24584,0.73587,0.76391
9.86,-4.2896,1.9793,8.5975,-0.25068,0.7372,0.75937
9.87,-4.336,1.9968,8.5702,-0.25551,0.73851,0.7548
9.88,-4.3822,2.0141,8.5426,-0.26033,0.73979,0.75021
9.89,-4.4283,2.0312,8.5147,-0.26513,0.74104,0.74559
9.9,-4.4743,2.0481,8.4866,-0.26992,0.74227,0.74095
9.91,-4.5202,2.0648,8.4582,-0.27469,0.74347,0.73628
9.92,-4.566,2.0813,8.4295,-0.27945,0.74465,0.73158
9.93,-4.6116,2.0976,8.4006,-0.28419,0.7458,0.72686
9.94,-4.6571,2.1137,8.3714,-0.28892,0.74692,0.72212
9.95,-4.7025,2.1297,8.3419,-0.29363,0.74802,0.71735
9.96,-4.7477,2.1454,8.3122,-0.29833,0.74909,0.71255
9.97,-4.7928,2.1609,8.2822,-0.30301,0.75013,0.70774
9.98,-4.8378,2.1763,8.252,-0.30767,0.75115,0.70289
9.99,-4.8826,2.1914,8.2216,-0.31232,0.75214,0.69803
10,-4.9273,2.2063,8.1908,-0.31696,0.7531,0.69314
10.01,-4.9719,2.221,8.1599,-0.32157,0.75403,0.68822
10.02,-5.0163,2.2355,8.1287,-0.32617,0.75494,0.68329
10.03,-5.0606,2.2498,8.0972,-0.33076,0.75582,0.67833
10.04,-5.1048,2.2638,8.0655,-0.33533,0.75667,0.67335
10.05,-5.1488,2.2777,8.0336,-0.33988,0.75749,0.66834
10.06,-5.1927,2.2913,8.0014,-0.34441,0.75828,0.66331
10.07,-5.2364,2.3047,7.969,-0.34893,0.75905,0.65826
10.08,-5.28,2.3179,7.9363,-0.35343,0.75979,0.65319
10.09,-5.3234,2.3309,7.9034,-0.35792,0.7605,0.6481
10.1,-5.3667,2.3437,7.8703,-0.36239,0.76117,0.64298
10.11,-5.4098,2.3562,7.837,-0.36684,0.76183,0.63785
10.12,-5.4528,2.3685,7.8034,-0.37127,0.76245,0.63269
10.13,-5.4957,2.3806,7.7696,-0.37568,0.76304,0.62751
10.14,-5.5384,2.3925,7.7356,-0.38008,0.7636,0.62231
10.15,-5.5809,2.4041,7.7013,-0.38446,0.76413,0.61709
10.16,-5.6233,2.4155,7.6668,-0.38882,0.76464,0.61185
10.17,-5.6655,2.4267,7.6322,-0.39317,0.76511,0.60659
10.18,-5.7075,2.4376,7.5972,-0.39749,0.76556,0.60131
10.19,-5.7495,2.4483,7.5621,-0.4018,0.76597,0.59602
10.2,-5.7912,2.4587,7.5268,-0.40609,0.76635,0.5907
10.21,-5.8328,2.469,7.4913,-0.41036,0.76671,0.58536
10.22,-5.8742,2.479,7.4555,-0.41461,0.76703,0.58
10.23,-5.9155,2.4887,7.4195,-0.41884,0.76732,0.57463
10.24,-5.9566,2.4982,7.3834,-0.42306,0.76758,0.56924
10.25,-5.9975,2.5075,7.347,-0.42725,0.76781,0.56383
10.26,-6.0383,2.5165,7.3104,-0.43143,0.76801,0.5584
10.27,-6.0789,2.5252,7.2737,-0.43558,0.76818,0.55295
10.28,-6.1193,2.5338,7.2367,-0.43972,0.76832,0.54749
10.29,-6.1596,2.542,7.1996,-0.44384,0.76843,0.54201
10.3,-6.1997,2.5501,7.1622,-0.44794,0.7685,0.53651
10.31,-6.2396,2.5578,7.1247,-0.45202,0.76855,0.531
10.32,-6.2793,2.5654,7.0869,-0.45607,0.76856,0.52547
10.33,-6.3189,2.5726,7.049,-0.46011,0.76854,0.51992
10.34,-6.3583,2.5797,7.0109,-0.46413,0.76849,0.51436
10.35,-6.3975,2.5864,6.9727,-0.46813,0.76841,0.50878
10.36,-6.4366,2.5929,6.9342,-0.47211,0.76829,0.50318
10.37,-6.4755,2.5992,6.8956,-0.47607,0.76815,0.49758
10.38,-6.5141,2.6052,6.8567,-0.48001,0.76797,0.49195
10.39,-6.5527,2.6109,6.8178,-0.48392,0.76776,0.48631
10.4,-6.591,2.6164,6.7786,-0.48782,0.76752,0.48066
10.41,-6.6291,2.6216,6.7393,-0.4917,0.76724,0.47499
10.42,-6.6671,2.6266,6.6998,-0.49555,0.76693,0.46931
10.43,-6.7049,2.6313,6.6601,-0.49939,0.76659,0.46362
10.44,-6.7425,2.6357,6.6203,-0.5032,0.76622,0.45791
10.45,-6.7799,2.6398,6.5803,-0.50699,0.76581,0.45219
10.46,-6.8171,2.6437,6.5402,-0.51076,0.76538,0.44646
10.47,-6.8541,2.6474,6.4999,-0.51451,0.76491,0.44071
10.48,-6.8909,2.6507,6.4595,-0.51824,0.7644,0.43495
10.49,-6.9276,2.6538,6.4189,-0.52194,0.76387,0.42918
10.5,-6.964,2.6567,6.3781,-0.52563,0.7633,0.4234
10.51,-7.0003,2.6592,6.3372,-0.52929,0.76269,0.4176
10.52,-7.0364,2.6615,6.2962,-0.53293,0.76206,0.4118
10.53,-7.0722,2.6635,6.255,-0.53655,0.76139,0.40598
10.54,-7.1079,2.6653,6.2137,-0.54015,0.76069,0.40015
10.55,-7.1434,2.6667,6.1722,-0.54372,0.75995,0.39432
10.56,-7.1787,2.6679,6.1306,-0.54727,0.75918,0.38847
10.57,-7.2138,2.6688,6.0889,-0.5508,0.75838,0.38261
10.58,-7.2487,2.6695,6.0471,-0.55431,0.75754,0.37674
10.59,-7.2833,2.6698,6.0051,-0.5578,0.75667,0.37086
10.6,-7.3178,2.6699,5.963,-0.56126,0.75577,0.36498
10.61,-7.3521,2.6698,5.9207,-0.5647,0.75483,0.35908
10.62,-7.3862,2.6693,5.8784,-0.56811,0.75386,0.35318
10.63,-7.42,2.6685,5.8359,-0.57151,0.75286,0.34726
10.64,-7.4537,2.6675,5.7933,-0.57488,0.75182,0.34134
10.65,-7.4872,2.6662,5.7506,-0.57822,0.75075,0.33541
10.66,-7.5204,2.6646,5.7078,-0.58155,0.74964,0.32948
10.67,-7.5535,2.6628,5.6649,-0.58485,0.74851,0.32353
10.68,-7.5863,2.6606,5.6218,-0.58813,0.74733,0.31758
10.69,-7.6189,2.6582,5.5787,-0.59138,0.74613,0.31163
10.7,-7.6513,2.6555,5.5355,-0.59461,0.74488,0.30566
10.71,-7.6835,2.6525,5.4921,-0.59781,0.74361,0.29969
10.72,-7.7155,2.6492,5.4487,-0.601,0.7423,0.29371
10.73,-7.7473,2.6457,5.4052,-0.60416,0.74096,0.28773
10.74,-7.7789,2.6418,5.3615,-0.60729,0.73958,0.28174
10.75,-7.8102,2.6377,5.3178,-0.6104,0.73817,0.27575
10.76,-7.8413,2.6333,5.274,-0.61349,0.73673,0.26975
10.77,-7.8723,2.6286,5.2301,-0.61655,0.73525,0.26375
10.78,-7.9029,2.6236,5.1862,-0.61959,0.73373,0.25774
10.79,-7.9334,2.6183,5.1421,0,0,0
10.8,-7.9637,2.6128,5.098,0,0,0
10.81,-7.9937,2.6069,5.0538,0,0,0
10.82,-8.0235,2.6008,5.0095,0,0,0
10.83,-8.0531,2.5944,4.9651,0,0,0
10.84,-8.0825,2.5877,4.9207,0,0,0
10.85,-8.1116,2.5807,4.8762,0,0,0
10.86,-8.1405,2.5734,4.8317,0,0,0
10.87,-8.1692,2.5658,4.7871,0,0,0
10.88,-8.1977,2.558,4.7424,0,0,0
10.89,-8.226,2.5498,4.6977,0,0,0
10.9,-8.254,2.5414,4.6529,0,0,0
10.91,-8.2818,2.5327,4.6081,0,0,0
10.92,-8.3093,2.5237,4.5632,0,0,0
10.93,-8.3366,2.5144,4.5183,0,0,0
10.94,-8.3637,2.5048,4.4733,0,0,0
10.95,-8.3906,2.4949,4.4283,0,0,0
10.96,-8.4172,2.4847,4.3832,0,0,0
10.97,-8.4436,2.4743,4.3381,0,0,0
10.98,-8.4698,2.4635,4.293,0,0,0
10.99,-8.4957,2.4525,4.2479,0,0,0
